00	00	0	0000	0000	     Empty	             Unowned	         Grassland
06	25	0	0000	0000	     Empty	             Unowned	         Grassland
06	26	0	0000	0000	     Empty	             Unowned	         Grassland
06	27	0	0000	0000	     Empty	             Unowned	         Grassland
06	28	0	0000	0000	     Empty	             Unowned	         Grassland
06	29	0	0000	0000	     Empty	             Unowned	         Grassland
07	00	0	0000	0000	     Empty	             Unowned	         Grassland
07	01	0	0000	0000	     Empty	             Unowned	         Grassland
07	02	0	0000	0000	     Empty	             Unowned	         Grassland
07	03	0	0000	0000	     Empty	             Unowned	         Grassland
07	04	0	0000	0000	     Empty	             Unowned	         Grassland
07	05	0	0000	0000	     Empty	             Unowned	         Grassland
07	06	0	0000	0000	     Empty	             Unowned	         Grassland
07	07	0	0000	0000	     Empty	             Unowned	         Grassland
07	08	0	0000	0000	     Empty	             Unowned	         Grassland
07	09	0	0000	0000	     Empty	             Unowned	         Grassland
07	10	0	0000	0000	     Empty	             Unowned	         Grassland
07	11	0	0000	0000	     Empty	             Unowned	         Grassland
07	12	0	0000	0000	     Empty	             Unowned	         Grassland
07	13	0	0000	0000	     Empty	             Unowned	         Grassland
07	14	0	0000	0000	     Empty	             Unowned	         Grassland
07	15	0	0000	0000	     Empty	             Unowned	         Grassland
07	16	0	0000	0000	     Empty	             Unowned	         Grassland
07	17	0	0000	0000	     Empty	             Unowned	         Grassland
07	18	0	0000	0000	     Empty	             Unowned	         Grassland
07	19	0	0000	0000	     Empty	             Unowned	         Grassland
07	20	0	0000	0000	     Empty	             Unowned	         Grassland
07	21	0	0000	0000	     Empty	             Unowned	         Grassland
07	22	0	0000	0000	     Empty	             Unowned	         Grassland
07	23	0	0000	0000	     Empty	             Unowned	         Grassland
07	24	0	0000	0000	     Empty	             Unowned	         Grassland
07	25	0	0000	0000	     Empty	             Unowned	         Grassland
07	26	0	0000	0000	     Empty	             Unowned	         Grassland
07	27	0	0000	0000	     Empty	             Unowned	         Grassland
07	28	0	0000	0000	     Empty	             Unowned	         Grassland
08	00	0	0000	0000	     Empty	             Unowned	         Grassland
08	01	0	0000	0000	     Empty	             Unowned	         Grassland
08	02	0	0000	0000	     Empty	             Unowned	         Grassland
08	03	0	0000	0000	     Empty	             Unowned	         Grassland
08	04	0	0000	0000	     Empty	             Unowned	         Grassland
08	05	0	0000	0000	     Empty	             Unowned	         Grassland
08	06	0	0000	0000	     Empty	             Unowned	         Grassland
08	07	0	0000	0000	     Empty	             Unowned	         Grassland
08	08	0	0000	0000	     Empty	             Unowned	         Grassland
08	09	0	0000	0000	     Empty	             Unowned	         Grassland
08	10	0	0000	0000	     Empty	             Unowned	         Grassland
08	11	0	0000	0000	     Empty	             Unowned	         Grassland
08	12	0	0000	0000	     Empty	             Unowned	         Grassland
08	13	0	0000	0000	     Empty	             Unowned	         Grassland
08	14	0	0000	0000	     Empty	             Unowned	         Grassland
08	15	0	0000	0000	     Empty	             Unowned	         Grassland
08	16	0	0000	0000	     Empty	             Unowned	         Grassland
08	17	0	0000	0000	     Empty	             Unowned	         Grassland
08	18	0	0000	0000	     Empty	             Unowned	         Grassland
08	19	0	0000	0000	     Empty	             Unowned	         Grassland
08	20	0	0000	0000	     Empty	             Unowned	         Grassland
08	21	0	0000	0000	     Empty	             Unowned	         Grassland
08	22	0	0000	0000	     Empty	             Unowned	         Grassland
08	23	0	0000	0000	     Empty	             Unowned	         Grassland
08	24	0	0000	0000	     Empty	             Unowned	         Grassland
08	25	0	0000	0000	     Empty	             Unowned	         Grassland
08	26	0	0000	0000	     Empty	             Unowned	         Grassland
08	27	0	0000	0000	     Empty	             Unowned	         Grassland
08	28	0	0000	0000	     Empty	             Unowned	         Grassland
08	29	0	0000	0000	     Empty	             Unowned	         Grassland
09	00	0	0000	0000	     Empty	             Unowned	         Grassland
09	01	0	0000	0000	     Empty	             Unowned	         Grassland
09	02	0	0000	0000	     Empty	             Unowned	         Grassland
09	03	0	0000	0000	     Empty	             Unowned	         Grassland
09	04	0	0000	0000	     Empty	             Unowned	         Grassland
09	05	0	0000	0000	     Empty	             Unowned	         Grassland
09	06	0	0000	0000	     Empty	             Unowned	         Grassland
09	07	0	0000	0000	     Empty	             Unowned	         Grassland
09	08	0	0000	0000	     Empty	             Unowned	         Grassland
09	09	0	0000	0000	     Empty	             Unowned	         Grassland
09	10	0	0000	0000	     Empty	             Unowned	         Grassland
09	11	0	0000	0000	     Empty	             Unowned	         Grassland
09	12	0	0000	0000	     Empty	             Unowned	         Grassland
09	13	0	0000	0000	     Empty	             Unowned	         Grassland
09	14	0	0000	0000	     Empty	             Unowned	         Grassland
09	15	0	0000	0000	     Empty	             Unowned	         Grassland
09	16	0	0000	0000	     Empty	             Unowned	         Grassland
09	17	0	0000	0000	     Empty	             Unowned	         Grassland
09	18	0	0000	0000	     Empty	             Unowned	         Grassland
09	19	0	0000	0000	     Empty	             Unowned	         Grassland
09	20	0	0000	0000	     Empty	             Unowned	         Grassland
09	21	0	0000	0000	     Empty	             Unowned	         Grassland
09	22	0	0000	0000	     Empty	             Unowned	         Grassland
09	23	0	0000	0000	     Empty	             Unowned	         Grassland
09	24	0	0000	0000	     Empty	             Unowned	         Grassland
09	25	0	0000	0000	     Empty	             Unowned	         Grassland
09	26	0	0000	0000	     Empty	             Unowned	         Grassland
09	27	0	0000	0000	     Empty	             Unowned	         Grassland
09	28	0	0000	0000	     Empty	             Unowned	         Grassland
10	00	0	0000	0000	     Empty	             Unowned	         Grassland
10	01	0	0000	0000	     Empty	             Unowned	         Grassland
10	02	0	0000	0000	     Empty	             Unowned	         Grassland
10	03	0	0000	0000	     Empty	             Unowned	         Grassland
10	04	0	0000	0000	     Empty	             Unowned	         Grassland
10	05	0	0000	0000	     Empty	             Unowned	         Grassland
10	06	0	0000	0000	     Empty	             Unowned	         Grassland
10	07	0	0000	0000	     Empty	             Unowned	         Grassland
10	08	0	0000	0000	     Empty	             Unowned	         Grassland
10	09	0	0000	0000	     Empty	             Unowned	         Grassland
10	10	0	0000	0000	     Empty	             Unowned	         Grassland
10	11	0	0000	0000	     Empty	             Unowned	         Grassland
10	12	0	0000	0000	     Empty	             Unowned	         Grassland
10	13	0	0000	0000	     Empty	             Unowned	         Grassland
10	14	0	0000	0000	     Empty	             Unowned	         Grassland
10	15	0	0000	0000	     Empty	             Unowned	         Grassland
10	16	0	0000	0000	     Empty	             Unowned	         Grassland
10	17	0	0000	0000	     Empty	             Unowned	         Grassland
10	18	0	0000	0000	     Empty	             Unowned	         Grassland
10	19	0	0000	0000	     Empty	             Unowned	         Grassland
10	20	0	0000	0000	     Empty	             Unowned	         Grassland
10	21	0	0000	0000	     Empty	             Unowned	         Grassland
10	22	0	0000	0000	     Empty	             Unowned	         Grassland
10	23	0	0000	0000	     Empty	             Unowned	         Grassland
10	24	0	0000	0000	     Empty	             Unowned	         Grassland
10	25	0	0000	0000	     Empty	             Unowned	         Grassland
10	26	0	0000	0000	     Empty	             Unowned	         Grassland
10	27	0	0000	0000	     Empty	             Unowned	         Grassland
10	28	0	0000	0000	     Empty	             Unowned	         Grassland
10	29	0	0000	0000	     Empty	             Unowned	         Grassland
11	00	0	0000	0000	     Empty	             Unowned	         Grassland
11	01	0	0000	0000	     Empty	             Unowned	         Grassland
11	02	0	0000	0000	     Empty	             Unowned	         Grassland
11	03	0	0000	0000	     Empty	             Unowned	         Grassland
11	04	0	0000	0000	     Empty	             Unowned	         Grassland
11	05	0	0000	0000	     Empty	             Unowned	         Grassland
11	06	0	0000	0000	     Empty	             Unowned	         Grassland
11	07	0	0000	0000	     Empty	             Unowned	         Grassland
11	08	0	0000	0000	     Empty	             Unowned	         Grassland
11	09	0	0000	0000	     Empty	             Unowned	         Grassland
11	10	0	0000	0000	     Empty	             Unowned	         Grassland
11	11	0	0000	0000	     Empty	             Unowned	         Grassland
11	12	0	0000	0000	     Empty	             Unowned	         Grassland
11	13	0	0000	0000	     Empty	             Unowned	         Grassland
11	14	0	0000	0000	     Empty	             Unowned	         Grassland
11	15	0	0000	0000	     Empty	             Unowned	         Grassland
11	16	0	0000	0000	     Empty	             Unowned	         Grassland
11	17	0	0000	0000	     Empty	             Unowned	         Grassland
11	18	0	0000	0000	     Empty	             Unowned	         Grassland
11	19	0	0000	0000	     Empty	             Unowned	         Grassland
11	20	0	0000	0000	     Empty	             Unowned	         Grassland
11	21	0	0000	0000	     Empty	             Unowned	         Grassland
11	22	0	0000	0000	     Empty	             Unowned	         Grassland
11	23	0	0000	0000	     Empty	             Unowned	         Grassland
11	24	0	0000	0000	     Empty	             Unowned	         Grassland
11	25	0	0000	0000	     Empty	             Unowned	         Grassland
11	26	0	0000	0000	     Empty	             Unowned	         Grassland
11	27	0	0000	0000	     Empty	             Unowned	         Grassland
11	28	0	0000	0000	     Empty	             Unowned	         Grassland
12	00	0	0000	0000	     Empty	             Unowned	         Grassland
12	01	0	0000	0000	     Empty	             Unowned	         Grassland
12	02	0	0000	0000	     Empty	             Unowned	         Grassland
12	03	0	0000	0000	     Empty	             Unowned	         Grassland
12	04	0	0000	0000	     Empty	             Unowned	         Grassland
12	05	0	0000	0000	     Empty	             Unowned	         Grassland
12	06	0	0000	0000	     Empty	             Unowned	         Grassland
12	07	0	0000	0000	     Empty	             Unowned	         Grassland
12	08	0	0000	0000	     Empty	             Unowned	         Grassland
12	09	0	0000	0000	     Empty	             Unowned	         Grassland
12	10	0	0000	0000	     Empty	             Unowned	         Grassland
12	11	0	0000	0000	     Empty	             Unowned	         Grassland
12	12	0	0000	0000	     Empty	             Unowned	         Grassland
12	13	0	0000	0000	     Empty	             Unowned	         Grassland
12	14	0	0000	0000	     Empty	             Unowned	         Grassland
12	15	0	0000	0000	     Empty	             Unowned	         Grassland
12	16	0	0000	0000	     Empty	             Unowned	         Grassland
12	17	0	0000	0000	     Empty	             Unowned	         Grassland
12	18	0	0000	0000	     Empty	             Unowned	         Grassland
12	19	0	0000	0000	     Empty	             Unowned	         Grassland
12	20	0	0000	0000	     Empty	             Unowned	         Grassland
12	21	0	0000	0000	     Empty	             Unowned	         Grassland
12	22	0	0000	0000	     Empty	             Unowned	         Grassland
12	23	0	0000	0000	     Empty	             Unowned	         Grassland
12	24	0	0000	0000	     Empty	             Unowned	         Grassland
12	25	0	0000	0000	     Empty	             Unowned	         Grassland
12	26	0	0000	0000	     Empty	             Unowned	         Grassland
12	27	0	0000	0000	     Empty	             Unowned	         Grassland
12	28	0	0000	0000	     Empty	             Unowned	         Grassland
12	29	0	0000	0000	     Empty	             Unowned	         Grassland
13	00	0	0000	0000	     Empty	             Unowned	         Grassland
13	01	0	0000	0000	     Empty	             Unowned	         Grassland
13	02	0	0000	0000	     Empty	             Unowned	         Grassland
13	03	0	0000	0000	     Empty	             Unowned	         Grassland
13	04	0	0000	0000	     Empty	             Unowned	         Grassland
13	05	0	0000	0000	     Empty	             Unowned	         Grassland
13	06	0	0000	0000	     Empty	             Unowned	         Grassland
13	07	0	0000	0000	     Empty	             Unowned	         Grassland
13	08	0	0000	0000	     Empty	             Unowned	         Grassland
13	09	0	0000	0000	     Empty	             Unowned	         Grassland
13	10	0	0000	0000	     Empty	             Unowned	         Grassland
13	11	0	0000	0000	     Empty	             Unowned	         Grassland
13	12	0	0000	0000	     Empty	             Unowned	         Grassland
13	13	0	0000	0000	     Empty	             Unowned	         Grassland
13	14	0	0000	0000	     Empty	             Unowned	         Grassland
13	15	0	0000	0000	     Empty	             Unowned	         Grassland
13	16	0	0000	0000	     Empty	             Unowned	         Grassland
13	17	0	0000	0000	     Empty	             Unowned	         Grassland
13	18	0	0000	0000	     Empty	             Unowned	         Grassland
13	19	0	0000	0000	     Empty	             Unowned	         Grassland
13	20	0	0000	0000	     Empty	             Unowned	         Grassland
13	21	0	0000	0000	     Empty	             Unowned	         Grassland
13	22	0	0000	0000	     Empty	             Unowned	         Grassland
13	23	0	0000	0000	     Empty	             Unowned	         Grassland
13	24	0	0000	0000	     Empty	             Unowned	         Grassland
13	25	0	0000	0000	     Empty	             Unowned	         Grassland
13	26	0	0000	0000	     Empty	             Unowned	         Grassland
13	27	0	0000	0000	     Empty	             Unowned	         Grassland
13	28	0	0000	0000	     Empty	             Unowned	         Grassland
14	00	0	0000	0000	     Empty	             Unowned	         Grassland
14	01	0	0000	0000	     Empty	             Unowned	         Grassland
14	02	0	0000	0000	     Empty	             Unowned	         Grassland
14	03	0	0000	0000	     Empty	             Unowned	         Grassland
14	04	0	0000	0000	     Empty	             Unowned	         Grassland
14	05	0	0000	0000	     Empty	             Unowned	         Grassland
14	06	0	0000	0000	     Empty	             Unowned	         Grassland
14	07	0	0000	0000	     Empty	             Unowned	         Grassland
14	08	0	0000	0000	     Empty	             Unowned	         Grassland
14	09	0	0000	0000	     Empty	             Unowned	         Grassland
14	10	0	0000	0000	     Empty	             Unowned	         Grassland
14	11	0	0000	0000	     Empty	             Unowned	         Grassland
14	12	0	0000	0000	     Empty	             Unowned	         Grassland
14	13	0	0000	0000	     Empty	             Unowned	         Grassland
14	14	0	0000	0000	     Empty	             Unowned	         Grassland
14	15	0	0000	0000	     Empty	             Unowned	         Grassland
14	16	0	0000	0000	     Empty	             Unowned	         Grassland
14	17	0	0000	0000	     Empty	             Unowned	         Grassland
14	18	0	0000	0000	     Empty	             Unowned	         Grassland
14	19	0	0000	0000	     Empty	             Unowned	         Grassland
14	20	0	0000	0000	     Empty	             Unowned	         Grassland
14	21	0	0000	0000	     Empty	             Unowned	         Grassland
14	22	0	0000	0000	     Empty	             Unowned	         Grassland
14	23	0	0000	0000	     Empty	             Unowned	         Grassland
14	24	0	0000	0000	     Empty	             Unowned	         Grassland
14	25	0	0000	0000	     Empty	             Unowned	         Grassland
14	26	0	0000	0000	     Empty	             Unowned	         Grassland
14	27	0	0000	0000	     Empty	             Unowned	         Grassland
14	28	0	0000	0000	     Empty	             Unowned	         Grassland
14	29	0	0000	0000	     Empty	             Unowned	         Grassland
15	00	0	0000	0000	     Empty	             Unowned	         Grassland
15	01	0	0000	0000	     Empty	             Unowned	         Grassland
15	02	0	0000	0000	     Empty	             Unowned	         Grassland
15	03	0	0000	0000	     Empty	             Unowned	         Grassland
15	04	0	0000	0000	     Empty	             Unowned	         Grassland
15	05	0	0000	0000	     Empty	             Unowned	         Grassland
15	06	0	0000	0000	     Empty	             Unowned	         Grassland
15	07	0	0000	0000	     Empty	             Unowned	         Grassland
15	08	0	0000	0000	     Empty	             Unowned	         Grassland
15	09	0	0000	0000	     Empty	             Unowned	         Grassland
15	10	0	0000	0000	     Empty	             Unowned	         Grassland
15	11	0	0000	0000	     Empty	             Unowned	         Grassland
15	12	0	0000	0000	     Empty	             Unowned	         Grassland
15	13	0	0000	0000	     Empty	             Unowned	         Grassland
15	14	0	0000	0000	     Empty	             Unowned	         Grassland
15	15	0	0000	0000	     Empty	             Unowned	         Grassland
15	16	0	0000	0000	     Empty	             Unowned	         Grassland
15	17	0	0000	0000	     Empty	             Unowned	         Grassland
15	18	0	0000	0000	     Empty	             Unowned	         Grassland
15	19	0	0000	0000	     Empty	             Unowned	         Grassland
15	20	0	0000	0000	     Empty	             Unowned	         Grassland
15	21	0	0000	0000	     Empty	             Unowned	         Grassland
15	22	0	0000	0000	     Empty	             Unowned	         Grassland
15	23	0	0000	0000	     Empty	             Unowned	         Grassland
15	24	0	0000	0000	     Empty	             Unowned	         Grassland
15	25	0	0000	0000	     Empty	             Unowned	         Grassland
15	26	0	0000	0000	     Empty	             Unowned	         Grassland
15	27	0	0000	0000	     Empty	             Unowned	         Grassland
15	28	0	0000	0000	     Empty	             Unowned	         Grassland
16	00	0	0000	0000	     Empty	             Unowned	         Grassland
16	01	0	0000	0000	     Empty	             Unowned	         Grassland
16	02	0	0000	0000	     Empty	             Unowned	         Grassland
16	03	0	0000	0000	     Empty	             Unowned	         Grassland
16	04	0	0000	0000	     Empty	             Unowned	         Grassland
16	05	0	0000	0000	     Empty	             Unowned	         Grassland
16	06	0	0000	0000	     Empty	             Unowned	         Grassland
16	07	0	0000	0000	     Empty	             Unowned	         Grassland
16	08	0	0000	0000	     Empty	             Unowned	         Grassland
